,date,rank,title
1970,2022-08-19,71,SMILEY (Feat. BIBI)
1971,2022-08-19,72,HOT
1972,2022-08-19,73,늦은 밤 헤어지긴 너무 아쉬워
1973,2022-08-19,74,Clink Clink (클링 클링)
1974,2022-08-19,75,Forever Only
1975,2022-08-19,76,아무래도 난
1976,2022-08-19,77,_WORLD
1977,2022-08-19,78,Yet To Come
1978,2022-08-19,79,GANADARA (Feat. 아이유)
1979,2022-08-19,80,연애의 발명 (웹툰 '연애의 발견' X BIG Naughty (서동현))
1980,2022-08-19,81,Life′s Too Short (English Ver.)
1981,2022-08-19,82,Light Switch
1982,2022-08-19,83,듣고 싶을까
1983,2022-08-19,84,Off My Face
1984,2022-08-19,85,너를 생각해
1985,2022-08-19,86,"모든 날, 모든 순간 (Every day, Every Moment)"
1986,2022-08-19,87,봄 to 러브
1987,2022-08-19,88,없었던 일로
1988,2022-08-19,89,Celebrity
1989,2022-08-19,90,우리들의 블루스
1990,2022-08-19,91,안하기가 쉽지 않아요
1991,2022-08-19,92,Dynamite
1992,2022-08-19,93,Seoul
1993,2022-08-19,94,스티커 사진
1994,2022-08-19,95,너의 잠을 채워줄게
1995,2022-08-19,96,제주도의 푸른밤
1996,2022-08-19,97,이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM)
1997,2022-08-19,98,라일락
1998,2022-08-19,99,마지막 너의 인사
1999,2022-08-19,100,Closer
